ISRICSOILGRIDS_new_average_sandpercent_reduced,x,y
-9999.0,100.62500805,76.87500615
-9999.0,88.12500705,75.62500605
47.0,90.20834055,74.79167265
45.0,91.04167395,74.79167265
46.0,96.87500775,74.79167265
46.0,89.79167385,74.37500595
47.0,90.62500725,74.37500595
45.0,93.95834085,74.37500595
48.0,100.20834135,73.95833925
48.0,102.29167485,73.54167255
45.0,-114.37500915,71.87500575
-9999.0,-154.37501235,71.45833905
-9999.0,-153.95834565,71.45833905
48.0,-115.62500925,71.45833905
47.0,-116.45834265,70.62500565
-9999.0,-114.37500915,70.62500565
-9999.0,-113.95834245,70.62500565
-9999.0,-140.62501125,70.20833895
45.0,-114.37500915,70.20833895
33.0,-147.70834515,69.79167225
46.0,-115.20834255,69.79167225
45.0,-114.37500915,69.79167225
45.0,-120.20834295,69.37500555
43.0,-113.95834245,69.37500555
39.0,-127.70834355,68.95833885
45.0,-118.12500945,68.95833885
-9999.0,-117.29167605,68.95833885
-9999.0,-114.79167585,68.95833885
50.0,-126.45834345,68.54167215
34.0,-139.79167785,68.12500545
-9999.0,-163.95834645,67.29167205
33.0,-139.37501115,67.29167205
39.0,-140.20834455,66.45833865
39.0,86.04167355,62.70833835
40.0,86.45834025,62.70833835
28.0,-164.79167985,62.29167165
37.0,85.62500685,62.29167165
38.0,84.79167345,61.87500495
37.0,85.20834015,61.87500495
32.0,85.62500685,61.87500495
36.0,86.04167355,61.87500495
37.0,86.45834025,61.87500495
33.0,86.87500695,61.87500495
40.0,84.37500675,61.45833825
40.0,84.79167345,61.45833825
41.0,85.20834015,61.45833825
41.0,85.62500685,61.45833825
41.0,86.04167355,61.45833825
36.0,86.45834025,61.45833825
38.0,86.87500695,61.45833825
36.0,87.29167365,61.45833825
35.0,87.70834035,61.45833825
40.0,83.54167335,61.04167155
42.0,83.95834005,61.04167155
38.0,84.37500675,61.04167155
38.0,84.79167345,61.04167155
39.0,85.20834015,61.04167155
38.0,85.62500685,61.04167155
38.0,86.04167355,61.04167155
39.0,86.45834025,61.04167155
35.0,86.87500695,61.04167155
36.0,87.29167365,61.04167155
37.0,87.70834035,61.04167155
38.0,88.12500705,61.04167155
54.0,-135.20834415,60.62500485
43.0,82.70833995,60.62500485
38.0,83.12500665,60.62500485
44.0,83.54167335,60.62500485
41.0,83.95834005,60.62500485
45.0,84.37500675,60.62500485
42.0,84.79167345,60.62500485
37.0,85.20834015,60.62500485
35.0,85.62500685,60.62500485
35.0,86.04167355,60.62500485
38.0,86.45834025,60.62500485
41.0,86.87500695,60.62500485
43.0,87.29167365,60.62500485
37.0,87.70834035,60.62500485
35.0,88.12500705,60.62500485
44.0,17.29166805,60.20833815
