ISRICSOILGRIDS_new_average_coarsefragmentpercent_reduced,x,y
3.0,-148.54167855,64.79167185
8.0,-148.12501185,64.79167185
4.0,-146.87501175,64.79167185
12.0,-153.12501225,64.37500515
14.0,-153.12501225,63.95833845
1.0,121.45834305,63.95833845
6.0,125.20834335,63.95833845
-9999.0,127.29167685,63.95833845
3.0,-153.54167895,63.54167175
7.0,-137.29167765,63.54167175
8.0,-134.79167745,63.54167175
12.0,-134.37501075,63.54167175
8.0,-133.95834405,63.54167175
17.0,-133.54167735,63.54167175
1.0,119.37500955,63.54167175
3.0,119.79167625,63.54167175
16.0,-137.29167765,63.12500505
13.0,-133.95834405,63.12500505
8.0,-132.70834395,63.12500505
6.0,93.95834085,63.12500505
3.0,94.37500755,63.12500505
3.0,95.62500765,63.12500505
5.0,96.04167435,63.12500505
2.0,117.70834275,63.12500505
2.0,118.12500945,63.12500505
1.0,119.37500955,63.12500505
4.0,119.79167625,63.12500505
0.0,120.62500965,63.12500505
3.0,130.62501045,63.12500505
13.0,-150.20834535,62.70833835
24.0,-148.12501185,62.70833835
14.0,-138.54167775,62.70833835
2.0,86.04167355,62.70833835
2.0,86.45834025,62.70833835
10.0,95.62500765,62.70833835
4.0,96.04167435,62.70833835
1.0,118.12500945,62.70833835
2.0,118.54167615,62.70833835
1.0,119.37500955,62.70833835
1.0,121.87500975,62.70833835
1.0,129.37501035,62.70833835
2.0,130.62501045,62.70833835
3.0,-150.20834535,62.29167165
19.0,-134.79167745,62.29167165
15.0,-133.54167735,62.29167165
-9999.0,-115.20834255,62.29167165
-9999.0,17.70833475,62.29167165
1.0,85.62500685,62.29167165
5.0,93.12500745,62.29167165
5.0,93.54167415,62.29167165
5.0,93.95834085,62.29167165
2.0,94.37500755,62.29167165
4.0,96.04167435,62.29167165
4.0,96.87500775,62.29167165
1.0,113.95834245,62.29167165
1.0,114.37500915,62.29167165
1.0,114.79167585,62.29167165
4.0,117.70834275,62.29167165
2.0,118.12500945,62.29167165
1.0,118.54167615,62.29167165
1.0,119.79167625,62.29167165
1.0,126.04167675,62.29167165
1.0,126.45834345,62.29167165
1.0,126.87501015,62.29167165
4.0,128.54167695,62.29167165
4.0,129.37501035,62.29167165
9.0,129.79167705,62.29167165
2.0,130.62501045,62.29167165
4.0,131.04167715,62.29167165
6.0,-151.04167875,61.87500495
10.0,-135.62501085,61.87500495
15.0,-135.20834415,61.87500495
13.0,-134.37501075,61.87500495
17.0,-133.95834405,61.87500495
8.0,-112.70834235,61.87500495
2.0,84.79167345,61.87500495
5.0,93.12500745,61.87500495
13.0,93.54167415,61.87500495
4.0,93.95834085,61.87500495
6.0,94.37500755,61.87500495
6.0,96.04167435,61.87500495
5.0,96.87500775,61.87500495
2.0,113.12500905,61.87500495
2.0,113.54167575,61.87500495
2.0,113.95834245,61.87500495
1.0,117.70834275,61.87500495
3.0,119.79167625,61.87500495
1.0,120.62500965,61.87500495
0.0,121.87500975,61.87500495
2.0,125.62501005,61.87500495
1.0,126.87501015,61.87500495
4.0,129.37501035,61.87500495
7.0,-151.45834545,61.45833825
9.0,-151.04167875,61.45833825
8.0,-150.62501205,61.45833825
9.0,-150.20834535,61.45833825
11.0,-134.37501075,61.45833825
15.0,-133.12501065,61.45833825
2.0,87.29167365,61.45833825
5.0,95.62500765,61.45833825
7.0,96.04167435,61.45833825
1.0,113.54167575,61.45833825
2.0,113.95834245,61.45833825
3.0,121.04167635,61.45833825
4.0,126.04167675,61.45833825
2.0,126.45834345,61.45833825
2.0,130.20834375,61.45833825
6.0,-151.87501215,61.04167155
6.0,-151.45834545,61.04167155
-9999.0,-151.04167875,61.04167155
11.0,-136.45834425,61.04167155
14.0,-135.62501085,61.04167155
13.0,-134.79167745,61.04167155
12.0,-134.37501075,61.04167155
2.0,83.95834005,61.04167155
2.0,84.37500675,61.04167155
3.0,84.79167345,61.04167155
1.0,86.87500695,61.04167155
2.0,91.45834065,61.04167155
2.0,91.87500735,61.04167155
7.0,93.54167415,61.04167155
3.0,93.95834085,61.04167155
2.0,94.37500755,61.04167155
1.0,113.54167575,61.04167155
1.0,113.95834245,61.04167155
1.0,116.45834265,61.04167155
2.0,116.87500935,61.04167155
1.0,117.29167605,61.04167155
1.0,118.12500945,61.04167155
1.0,118.54167615,61.04167155
1.0,118.95834285,61.04167155
2.0,119.37500955,61.04167155
1.0,119.79167625,61.04167155
4.0,120.20834295,61.04167155
2.0,120.62500965,61.04167155
-9999.0,-166.87501335,60.62500485
-9999.0,-151.87501215,60.62500485
-9999.0,-151.45834545,60.62500485
10.0,-133.95834405,60.62500485
12.0,-133.12501065,60.62500485
13.0,-130.62501045,60.62500485
1.0,83.12500665,60.62500485
2.0,83.95834005,60.62500485
3.0,84.37500675,60.62500485
5.0,91.04167395,60.62500485
7.0,91.87500735,60.62500485
3.0,93.12500745,60.62500485
2.0,93.95834085,60.62500485
4.0,113.54167575,60.62500485
4.0,113.95834245,60.62500485
3.0,116.04167595,60.62500485
3.0,118.54167615,60.62500485
3.0,119.37500955,60.62500485
3.0,120.20834295,60.62500485
7.0,170.62501365,60.62500485
10.0,-132.70834395,60.20833815
5.0,-118.54167615,60.20833815
6.0,-118.12500945,60.20833815
5.0,-117.70834275,60.20833815
5.0,-116.87500935,60.20833815
5.0,-116.04167595,60.20833815
3.0,-114.37500915,60.20833815
2.0,81.87500655,60.20833815
8.0,91.04167395,60.20833815
