aridity_index_UNEP,x,y
1.0442217588424683,93.12500745,80.62500645
1.2502930164337158,93.54167415,80.62500645
1.4042125940322876,93.95834085,80.62500645
1.5119363069534302,94.37500755,80.62500645
1.5950698852539062,94.79167425,80.62500645
1.5903135538101196,95.20834095,80.62500645
1.5131635665893555,95.62500765,80.62500645
1.3728675842285156,96.04167435,80.62500645
1.210635781288147,96.45834105,80.62500645
-9999.0,98.12500785,80.62500645
-9999.0,98.54167455,80.62500645
-9999.0,98.95834125,80.62500645
-9999.0,99.37500795,80.62500645
0.9625390768051147,92.70834075,80.20833975
0.9584664702415466,93.12500745,80.20833975
1.0150909423828125,93.54167415,80.20833975
1.019853115081787,93.95834085,80.20833975
1.1245613098144531,94.37500755,80.20833975
1.0545905828475952,94.79167425,80.20833975
1.1345796585083008,95.20834095,80.20833975
0.9577428698539734,95.62500765,80.20833975
-9999.0,96.04167435,80.20833975
-9999.0,96.45834105,80.20833975
-9999.0,96.87500775,80.20833975
-9999.0,97.29167445,80.20833975
-9999.0,97.70834115,80.20833975
-9999.0,98.12500785,80.20833975
-9999.0,98.54167455,80.20833975
-9999.0,98.95834125,80.20833975
-9999.0,99.37500795,80.20833975
-9999.0,99.79167465,80.20833975
-9999.0,100.20834135,80.20833975
0.963961660861969,92.70834075,79.79167305
0.9502832293510437,93.12500745,79.79167305
-9999.0,93.54167415,79.79167305
-9999.0,93.95834085,79.79167305
-9999.0,94.37500755,79.79167305
0.9109373688697815,94.79167425,79.79167305
0.9634154438972473,95.20834095,79.79167305
1.0587612390518188,95.62500765,79.79167305
1.0009562969207764,96.04167435,79.79167305
0.9547274112701416,96.45834105,79.79167305
1.0175879001617432,96.87500775,79.79167305
-9999.0,97.29167445,79.79167305
1.0000605583190918,97.70834115,79.79167305
1.1136000156402588,98.12500785,79.79167305
1.1812573671340942,98.54167455,79.79167305
1.4225881099700928,98.95834125,79.79167305
1.6949151754379272,99.37500795,79.79167305
1.1546341180801392,99.79167465,79.79167305
-9999.0,100.20834135,79.79167305
-9999.0,100.62500805,79.79167305
-9999.0,101.87500815,79.79167305
-9999.0,102.29167485,79.79167305
-9999.0,102.70834155,79.79167305
-9999.0,103.12500825,79.79167305
-9999.0,93.12500745,79.37500635
-9999.0,93.54167415,79.37500635
-9999.0,93.95834085,79.37500635
-9999.0,94.37500755,79.37500635
0.9915903210639954,94.79167425,79.37500635
1.4445732831954956,95.20834095,79.37500635
1.5399422645568848,95.62500765,79.37500635
1.3689457178115845,96.04167435,79.37500635
1.0905824899673462,96.45834105,79.37500635
1.0226712226867676,96.87500775,79.37500635
1.0509494543075562,97.29167445,79.37500635
1.060846209526062,97.70834115,79.37500635
1.048887848854065,98.12500785,79.37500635
1.2966945171356201,98.54167455,79.37500635
1.3703300952911377,98.95834125,79.37500635
1.6382354497909546,99.37500795,79.37500635
-9999.0,99.79167465,79.37500635
-9999.0,100.20834135,79.37500635
-9999.0,100.62500805,79.37500635
-9999.0,101.04167475,79.37500635
-9999.0,101.45834145,79.37500635
-9999.0,101.87500815,79.37500635
1.185202956199646,102.29167485,79.37500635
-9999.0,102.70834155,79.37500635
-9999.0,103.12500825,79.37500635
-9999.0,103.54167495,79.37500635
-9999.0,103.95834165,79.37500635
-9999.0,104.37500835,79.37500635
-9999.0,104.79167505,79.37500635
-9999.0,105.20834175,79.37500635
-9999.0,-111.45834225,78.95833965
-9999.0,-111.04167555,78.95833965
-9999.0,-110.62500885,78.95833965
-9999.0,-110.20834215,78.95833965
-9999.0,-109.79167545,78.95833965
-9999.0,94.79167425,78.95833965
-9999.0,95.20834095,78.95833965
-9999.0,95.62500765,78.95833965
-9999.0,96.04167435,78.95833965
-9999.0,96.45834105,78.95833965
-9999.0,96.87500775,78.95833965
1.0054363012313843,97.29167445,78.95833965
1.040205717086792,97.70834115,78.95833965
1.0974668264389038,98.12500785,78.95833965
1.6280617713928223,98.54167455,78.95833965
1.8272424936294556,98.95834125,78.95833965
1.7475143671035767,99.37500795,78.95833965
1.4376682043075562,99.79167465,78.95833965
-9999.0,100.20834135,78.95833965
-9999.0,100.62500805,78.95833965
1.2141022682189941,101.04167475,78.95833965
-9999.0,101.45834145,78.95833965
1.4484243392944336,101.87500815,78.95833965
1.5249662399291992,102.29167485,78.95833965
-9999.0,102.70834155,78.95833965
1.4019899368286133,103.12500825,78.95833965
1.3809492588043213,103.54167495,78.95833965
1.4099284410476685,103.95834165,78.95833965
1.1496936082839966,104.37500835,78.95833965
-9999.0,104.79167505,78.95833965
-9999.0,105.20834175,78.95833965
-9999.0,105.62500845,78.95833965
-9999.0,-113.12500905,78.54167295
-9999.0,-112.70834235,78.54167295
-9999.0,-112.29167565,78.54167295
0.5726907849311829,-111.87500895,78.54167295
0.5798758268356323,-111.45834225,78.54167295
0.59736168384552,-111.04167555,78.54167295
0.5913271903991699,-110.62500885,78.54167295
0.6141772270202637,-110.20834215,78.54167295
0.602157711982727,-109.79167545,78.54167295
-9999.0,97.29167445,78.54167295
-9999.0,98.12500785,78.54167295
-9999.0,98.54167455,78.54167295
-9999.0,99.79167465,78.54167295
-9999.0,100.20834135,78.54167295
1.4054120779037476,100.62500805,78.54167295
1.4572864770889282,101.04167475,78.54167295
1.5174996852874756,101.45834145,78.54167295
1.6147480010986328,101.87500815,78.54167295
1.8927209377288818,102.29167485,78.54167295
1.84266996383667,102.70834155,78.54167295
1.7431390285491943,103.12500825,78.54167295
1.5497115850448608,103.54167495,78.54167295
1.424010157585144,103.95834165,78.54167295
1.4223475456237793,104.37500835,78.54167295
