"x","y","value","Significance"
-148.54167855,64.79167185,0.0160000007599592,"Low"
-148.12501185,64.79167185,0.0343434326350689,"Low"
-146.87501175,64.79167185,0.0341365449130535,"Low"
-153.12501225,64.37500515,0.0419999994337559,"Low"
-153.12501225,63.95833845,0.0240000002086163,"Low"
121.45834305,63.95833845,0.0295566506683826,"Low"
125.20834335,63.95833845,0.0350877195596695,"Low"
127.29167685,63.95833845,0.0480961911380291,"Low"
-153.54167895,63.54167175,0.0320000015199184,"Low"
-137.29167765,63.54167175,0.0200400799512863,"Low"
-134.79167745,63.54167175,0.0240000002086163,"Low"
-134.37501075,63.54167175,0.0240000002086163,"Low"
-133.95834405,63.54167175,0.0359999984502792,"Low"
-133.54167735,63.54167175,0.0219999998807907,"Low"
119.37500955,63.54167175,0.0340632610023022,"Low"
119.79167625,63.54167175,0.045112781226635,"Low"
-137.29167765,63.12500505,0.0179999992251396,"Low"
-133.95834405,63.12500505,0.0020000000949949,"Low"
-132.70834395,63.12500505,0.0309278350323439,"Low"
93.95834085,63.12500505,0.0392156876623631,"Low"
94.37500755,63.12500505,0.0265060234814882,"Low"
95.62500765,63.12500505,0.0433673486113548,"Low"
96.04167435,63.12500505,0.0427135676145554,"Low"
117.70834275,63.12500505,0.0447761192917824,"Low"
118.12500945,63.12500505,0.0351758785545826,"Low"
119.37500955,63.12500505,0.0352644845843315,"Low"
119.79167625,63.12500505,0.0326633155345917,"Low"
120.62500965,63.12500505,0.0493827164173126,"Low"
130.62501045,63.12500505,0.0437499992549419,"Low"
-150.20834535,62.70833835,0.0242424234747887,"Low"
-148.12501185,62.70833835,0.0260000005364418,"Low"
-138.54167775,62.70833835,0.034000001847744,"Low"
86.04167355,62.70833835,0.955882370471954,"High"
86.45834025,62.70833835,0.958762884140015,"High"
95.62500765,62.70833835,0.0358974374830723,"Low"
96.04167435,62.70833835,0.0270270276814699,"Low"
118.12500945,62.70833835,0.0269541777670383,"Low"
118.54167615,62.70833835,0.0304568521678448,"Low"
119.37500955,62.70833835,0.0146137783303857,"Low"
121.87500975,62.70833835,0.0497925318777561,"Low"
129.37501035,62.70833835,0.0342741943895817,"Low"
130.62501045,62.70833835,0.0441767051815987,"Low"
-150.20834535,62.29167165,0.0340681374073029,"Low"
-134.79167745,62.29167165,0.0379999987781048,"Low"
-133.54167735,62.29167165,0.0160000007599592,"Low"
-115.20834255,62.29167165,0.0240480955690145,"Low"
17.70833475,62.29167165,0.95140665769577,"High"
85.62500685,62.29167165,0.961352646350861,"High"
93.12500745,62.29167165,0.0345679000020027,"Low"
93.54167415,62.29167165,0.0290556903928518,"Low"
93.95834085,62.29167165,0.0326633155345917,"Low"
94.37500755,62.29167165,0.0246305409818888,"Low"
96.04167435,62.29167165,0.020887728780508,"Low"
96.87500775,62.29167165,0.0396039597690105,"Low"
113.95834245,62.29167165,0.0421836227178574,"Low"
114.37500915,62.29167165,0.0371287129819393,"Low"
114.79167585,62.29167165,0.0281329918652773,"Low"
117.70834275,62.29167165,0.0326633155345917,"Low"
118.12500945,62.29167165,0.0278481021523476,"Low"
118.54167615,62.29167165,0.0125786159187555,"Low"
119.79167625,62.29167165,0.00826446246355772,"Low"
126.04167675,62.29167165,0.0323886647820473,"Low"
126.45834345,62.29167165,0.0361445769667625,"Low"
126.87501015,62.29167165,0.047422681003809,"Low"
128.54167695,62.29167165,0.0375000014901161,"Low"
129.37501035,62.29167165,0.0321285128593445,"Low"
129.79167705,62.29167165,0.0105042019858956,"Low"
130.62501045,62.29167165,0.00836820062249899,"Low"
131.04167715,62.29167165,0.0104166669771075,"Low"
-151.04167875,61.87500495,0.0480961911380291,"Low"
-135.62501085,61.87500495,0.0439999997615814,"Low"
-135.20834415,61.87500495,0.0399999991059303,"Low"
-134.37501075,61.87500495,0.0280000008642673,"Low"
-133.95834405,61.87500495,0.0260000005364418,"Low"
-112.70834235,61.87500495,0.0379999987781048,"Low"
84.79167345,61.87500495,0.958441555500031,"High"
93.12500745,61.87500495,0.0342105254530907,"Low"
93.54167415,61.87500495,0.0435897447168827,"Low"
93.95834085,61.87500495,0.0472636818885803,"Low"
94.37500755,61.87500495,0.0363196134567261,"Low"
96.04167435,61.87500495,0.0395061746239662,"Low"
